9979,2015-10-21 00:00:00.000,16140538,14160242,$349,500,1964,East,4,1,House,Garage, Integrated garage, Other,48 Rue Cedar|Dollard-Des Ormeaux, Quebec H9B1H6,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16140538/48-Rue-Cedar-Dollard-Des-Ormeaux-Quebec-H9B1H6-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT14160242&Lang=E,0,closed,NULL
28812,2015-12-29 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
28844,2015-12-29 00:00:00.000,16399860,21724433,$385,000,1963,Pierrefonds/Central West,3,1,House,Other, Garage,4416 Rue Ste-Anne|Pierrefonds-Roxboro (Montréal), Quebec H9H2Z4,The most spacious renovated bungalow of the area!!You will be amazed by this spacious house.Incredibly brite because of it's large windows.Renovated with quality and taste.Ideal for young couple or family looking for perfect house with nothing to do upon entry!Amazing private backyard with huge deck.See list of renos in addenda.Must see property!,http://www.realtor.ca/Residential/Single-Family/16399860/4416-Rue-Ste-Anne-Pierrefonds-Roxboro-Montréal-Quebec-H9H2Z4-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=ALOUERMONTREAL%26NoMLS=MT21724433&Lang=E,0,closed,NULL
28860,2015-12-29 00:00:00.000,16426020,16712433,$395,000,1964,Pierrefonds/Central East,4,2,House,,13294 Rue de l'Acadie|Pierrefonds-Roxboro (Montréal), Quebec H9A1A9,Beautiful, renovated house with a huge lot,huge in ground swimming pool (heated), very serene.Child safe crescent.Wood burning fireplace, sun filled basement .Close to all.,http://www.realtor.ca/Residential/Single-Family/16426020/13294-Rue-de-lAcadie-Pierrefonds-Roxboro-Montréal-Quebec-H9A1A9-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=RCIIQ%26NoMLS=MT16712433&Lang=E,0,closed,NULL
28864,2015-12-29 00:00:00.000,16329711,12207109,$399,000,1968,West,4,2,House,Garage, Other,18 Rue Gauthier|Dollard-Des Ormeaux, Quebec H9G1Z7,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16329711/18-Rue-Gauthier-Dollard-Des-Ormeaux-Quebec-H9G1Z7-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON%26NoMLS=MT12207109&Lang=E,0,closed,NULL
28650,2015-12-29 00:00:00.000,16417628,21412159,$295,000,1968,Pierrefonds/West,3,2,House,Garage, Integrated garage,4840 Rue Geneviève|Pierrefonds-Roxboro (Montréal), Quebec H9J1S5,Le propriétaire a le droit de vendre par lui même,http://www.realtor.ca/Residential/Single-Family/16417628/4840-Rue-Geneviève-Pierrefonds-Roxboro-Montréal-Quebec-H9J1S5-PierrefondsWest,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT21412159&Lang=E,0,closed,NULL
28679,2015-12-29 00:00:00.000,16206820,16566083,$309,000,1976,Pierrefonds/Central West,4,2,House,Other,16869 Rue Orchard|Pierrefonds-Roxboro (Montréal), Quebec H9H1V8,First time buyers, here it is. Three bedroom bungalow, across quiet street from Duval Park. Good size backyard, with large deck off dining area, and, all newly fenced. Basement is nicely finished with large family room, bedroom and plenty of storage. Both bathrooms recently renovated and new electric box. Easy to show. Better hurry.,http://www.realtor.ca/Residential/Single-Family/16206820/16869-Rue-Orchard-Pierrefonds-Roxboro-Montréal-Quebec-H9H1V8-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE%26NoMLS=MT16566083&Lang=E,0,closed,NULL
28730,2015-12-29 00:00:00.000,16437291,14746575,$334,900,1954,Forest Gardens (Central North),4,1,House,Garage, Other,234 Boul. St-Charles|Beaconsfield, Quebec H9W2X5,Spacious 3+1 bedroom bungalow located on 13,500 sq.ft. lot. Open concept living/dining room area with lots of daylight. Original, separate kitchen with dinette. Large, magnificent patio overlooking backyard. Close proximity to various services, schools, train & public transport, highway 20/40. A must see!,http://www.realtor.ca/Residential/Single-Family/16437291/234-Boul-St-Charles-Beaconsfield-Quebec-H9W2X5-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=MTOUGAS%26NoMLS=MT14746575&Lang=E,0,closed,NULL
28756,2015-12-29 00:00:00.000,16444898,12824106,$349,000,1959,Pierrefonds/East,6,2,House,Other, Garage,10405 Rue du Belvédère|Pierrefonds-Roxboro (Montréal), Quebec H8Y2J7,UNE DES PLUS BELLES LOCALISATIONS (comme un croissant et rue privée ) * EXCELLENTE valeur de revente * BIENVENUE au contracteur et investisseur *OPPORTUNITÉ très rare 55 pieds de façade (WOW!) * Presque terrain double 9000pc!!! 6 chambres * Énorme potentiel! * UNE VISITE VOUS CONVAINCRA! *,http://www.realtor.ca/Residential/Single-Family/16444898/10405-Rue-du-Belvédère-Pierrefonds-Roxboro-Montréal-Quebec-H8Y2J7-PierrefondsEast,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT12824106&Lang=E,0,closed,NULL
28744,2015-12-29 00:00:00.000,16329583,10675450,$339,000,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,NULL
28812,2015-12-29 00:00:00.000,16369705,18859086,$369,900,1988,Pierrefonds/Central East,3,2,House,Garage, Other,12656 Rue Bedford|Pierrefonds-Roxboro (Montréal), Quebec H9A3K5,Situated in a high demand area of Pierrefonds. This home is zoned for the westpark elementary school and is at proximity of Beechwood school , High schools and the Pierrefonds library. This well cared for house is a must see on your part!,http://www.realtor.ca/Residential/Single-Family/16369705/12656-Rue-Bedford-Pierrefonds-Roxboro-Montréal-Quebec-H9A3K5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=C21%26NoMLS=MT18859086&Lang=E,0,closed,NULL
28829,2015-12-29 00:00:00.000,16390003,16249909,$379,000,1960,Forest Gardens (Central North),5,3,House,Other, Garage,106 Av. Biscayne|Beaconsfield, Quebec H9W1G3,Family split-level home situated in sought after area of Forest Gardens. Well maintained and spacious with generous sized rooms, this home is sure to fill the needs of your growing family. In close proximity to highway, schools, shopping, and public transport. A 5 minute walk to the commuter train. Don't miss this one, put it on your list to visit.,http://www.realtor.ca/Residential/Single-Family/16390003/106-Av-Biscayne-Beaconsfield-Quebec-H9W1G3-Forest-Gardens-Central-North,http://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE%26NoMLS=MT16249909&Lang=E,0,closed,NULL
28860,2015-12-29 00:00:00.000,16426020,16712433,$395,000,1964,Pierrefonds/Central East,4,2,House,,13294 Rue de l'Acadie|Pierrefonds-Roxboro (Montréal), Quebec H9A1A9,Beautiful, renovated house with a huge lot,huge in ground swimming pool (heated), very serene.Child safe crescent.Wood burning fireplace, sun filled basement .Close to all.,http://www.realtor.ca/Residential/Single-Family/16426020/13294-Rue-de-lAcadie-Pierrefonds-Roxboro-Montréal-Quebec-H9A1A9-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=RCIIQ%26NoMLS=MT16712433&Lang=E,0,closed,NULL
36131,2016-01-26 00:00:00.000,16417628,21412159,$295,000,1968,Pierrefonds/West,3,2,House,Garage, Integrated garage,4840 Rue Geneviève|Pierrefonds-Roxboro (Montréal), Quebec H9J1S5,Le propriétaire a le droit de vendre par lui même,http://www.realtor.ca/Residential/Single-Family/16417628/4840-Rue-Geneviève-Pierrefonds-Roxboro-Montréal-Quebec-H9J1S5-PierrefondsWest,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT21412159&Lang=E,0,closed,[{"IndividualID":1747098,"Name":"Ana Luisa Elgueta","Organization":{"OrganizationID":54181,"Name":"RE/MAX IMMOBILIA INC.","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1007953.jpg","Address":{"AddressText":"2640 HENRI-BOURASSA EST |Montréal, QC H2B1V6"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"383-2727","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"383-1214","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"289043299"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"999-1689","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"383-1214","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"385198616"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1180664.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Ana Luisa","LastName":"Elgueta","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.remax-quebec.com/immobilia","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null},{"IndividualID":1439386,"Name":"Jackeline Mendez","Organization":{"OrganizationID":54181,"Name":"RE/MAX IMMOBILIA INC.","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1007953.jpg","Address":{"AddressText":"2640 HENRI-BOURASSA EST |Montréal, QC H2B1V6"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"383-2727","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"383-1214","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"289043299"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"383-2727","AreaCode":"514","PhoneTypeId":"1"}],"Emails":[{"ContactId":"387887338"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1106282.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Jackeline","LastName":"Mendez","CorporationDisplayTypeId":"0","Websites":null,"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null}]
36181,2016-01-26 00:00:00.000,16482141,23074338,$321,800,1957,Pierrefonds/Central West,4,2,House,Garage, Integrated garage, Other,4265 Rue Sunset|Pierrefonds-Roxboro (Montréal), Quebec H9H2J8,Beautiful turnkey bungalow in great location. This renovated home offers 3+1 bedrooms and 2 full baths. Renovations are Roof, Kitchen, Bathroom and more plus the property backs onto the park that has a pool, Tennis courts, Football field and much more. Great home for a growing family,http://www.realtor.ca/Residential/Single-Family/16482141/4265-Rue-Sunset-Pierrefonds-Roxboro-Montréal-Quebec-H9H2J8-PierrefondsCentral-West,,0,closed,[{"IndividualID":1969920,"Name":"Ryan Alteen","Organization":{"OrganizationID":274681,"Name":"IMMOBILIER TYRAN ENRG / TYRAN REALTIES REG'D","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1257316.jpg","Address":{"AddressText":"143 rue Chapleau |D.D.O., QC H9G1C1"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"620-0333","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"620-4686","AreaCode":"515","PhoneTypeId":"4"}],"Emails":[{"ContactId":"367273499"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"996-4843","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"620-4686","AreaCode":"515","PhoneTypeId":"4"}],"Emails":[{"ContactId":"385202105"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1257311.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Ryan","LastName":"Alteen","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.tyranrealties.com","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null},{"IndividualID":1969921,"Name":"Tyler Alteen","Organization":{"OrganizationID":274681,"Name":"IMMOBILIER TYRAN ENRG / TYRAN REALTIES REG'D","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1257316.jpg","Address":{"AddressText":"143 rue Chapleau |D.D.O., QC H9G1C1"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"620-0333","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"620-4686","AreaCode":"515","PhoneTypeId":"4"}],"Emails":[{"ContactId":"367273499"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"620-0333","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"620-4686","AreaCode":"515","PhoneTypeId":"4"}],"Emails":[{"ContactId":"387089365"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1257315.jpg","Position":"Residential Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Tyler","LastName":"Alteen","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.tyranrealties.com","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null}]
36199,2016-01-26 00:00:00.000,16329583,10675450,$329,000,1962,Pierrefonds/Central East,5,2,House,Garage, Other,11645 Rue Joly|Pierrefonds-Roxboro (Montréal), Quebec H8Y1E5,Completely renovated turn key bungalow situated in the ideal sector of Pierrefonds.This home has 2 bedrooms on the main floor with an option to add a 3rd,2 bedrooms in the basement,2 full bathrooms and a perfect sized lot.The whole house has been updated!The living room has vaulted ceilings and the layout is open concept.One visit will impress!,http://www.realtor.ca/Residential/Single-Family/16329583/11645-Rue-Joly-Pierrefonds-Roxboro-Montréal-Quebec-H8Y1E5-PierrefondsCentral-East,http://passerelle.centris.ca/redirect.aspx?CodeDest=IFL%26NoMLS=MT10675450&Lang=E,0,closed,[{"IndividualID":1856808,"Name":"Alexander Mariani","Organization":{"OrganizationID":275741,"Name":"M IMMOBILIER","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1267738.jpg","Address":{"AddressText":"400 - 147 av. Cartier |Pointe-Claire, QC H9S4R9"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"545-2545","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"545-2445","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"378499113"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"349-9338","AreaCode":"514","PhoneTypeId":"1"}],"Emails":[{"ContactId":"386699413"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1200075.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Alexander","LastName":"Mariani","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.mmontreal.com","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null},{"IndividualID":1967853,"Name":"Nektarios Kreticos","Organization":{"OrganizationID":275741,"Name":"M IMMOBILIER","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1267738.jpg","Address":{"AddressText":"400 - 147 av. Cartier |Pointe-Claire, QC H9S4R9"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"545-2545","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"545-2445","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"378499113"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"299-3052","AreaCode":"514","PhoneTypeId":"1"}],"Emails":[{"ContactId":"387680521"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1255647.jpg","Position":"Residential Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Nektarios","LastName":"Kreticos","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.mmontreal.com","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null}]
36203,2016-01-26 00:00:00.000,16493631,20678592,$329,000,1981,Pierrefonds/Central West,3,2,House,,4319 Rue King|Pierrefonds-Roxboro (Montréal), Quebec H9H2E5,See listing broker(s),http://www.realtor.ca/Residential/Single-Family/16493631/4319-Rue-King-Pierrefonds-Roxboro-Montréal-Quebec-H9H2E5-PierrefondsCentral-West,http://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX%26NoMLS=MT20678592&Lang=E,0,closed,[{"IndividualID":1784323,"Name":"Jose Tejada","Organization":{"OrganizationID":274475,"Name":"RE/MAX ACTION INC.","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1255360.jpg","Address":{"AddressText":"8280 boul. Champlain |LaSalle, QC H8P1B5"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"364-3222","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"364-0743","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"344052338"}],"Websites":null,"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"291-7768","AreaCode":"514","PhoneTypeId":"1"}],"Emails":[{"ContactId":"386410331"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1188290.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Jose","LastName":"Tejada","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://MTLagents.com","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null},{"IndividualID":1908805,"Name":"Stephan Leroux","Organization":{"OrganizationID":53766,"Name":"CENTURY 21 IMMO-PLUS","Logo":"https://cdn.realtor.ca/organization/en-CA/lowres/1114929.jpg","Address":{"AddressText":"1980 NOTRE-DAME OUEST |MONTREAL, QC H3J1M8"},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"933-1221","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"933-1251","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"289039309"}],"Websites":[{"Websites":null,"WebsiteTypeId":"1"}],"Designation":"Real Estate Agency","HasEmail":true,"PermitFreetextEmail":true,"PermitShowListingLink":true},"Phones":[{"PhoneType":"Telephone","PhoneNumber":"686-8804","AreaCode":"514","PhoneTypeId":"1"},{"PhoneType":"Fax","PhoneNumber":"933-1251","AreaCode":"514","PhoneTypeId":"4"}],"Emails":[{"ContactId":"387147287"}],"Photo":"https://cdn.realtor.ca/individual/lowres/1221477.jpg","Position":"Real Estate Broker","PermitFreetextEmail":true,"FirstName":"Stephan","LastName":"Leroux","CorporationDisplayTypeId":"0","Websites":[{"Website":"http://www.century21.ca/stephan.leroux","WebsiteTypeId":"1"}],"EducationCredentials":null,"CorporationName":null,"CorporationType":null,"CccMember":null}]
